Rank,Country,Cost of Living Index,Rent Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index,Year
16,Belgium,83.35,28.05,56.68,72.79,93.25,98.91,2018
17,South Korea,82.94,23.39,54.22,99.67,48.98,109.36,2018
18,Netherlands,82.69,36.21,60.27,65.83,92.73,109.48,2018
19,Finland,81.7,29.72,56.63,68.78,86.89,119.42,2018
20,Austria,81.47,29.28,56.3,76.77,75.85,98.69,2018
21,Italy,79.06,23.14,52.09,68.05,84.74,81.07,2018
22,Hong Kong,78.72,79.54,79.12,83.47,56.17,82.86,2018
23,United Kingdom,75.85,33.4,55.38,60.96,83.87,108.54,2018
24,Germany,74.35,29.06,52.51,58.87,71.21,125.01,2018
25,United States,72.95,38.52,56.35,73.93,69.95,127.62,2018
26,Canada,72.48,30.82,52.38,71.44,68.7,118.92,2018
27,Malta,70.92,29.33,50.86,59.82,75.14,66.24,2018
28,United Arab Emirates,67.21,60.72,64.08,55.59,63.33,124.78,2018
29,Puerto Rico,66.99,18.69,43.7,66.25,55.72,103.77,2018
30,Uruguay,66.88,20.03,44.29,54.51,69.18,34.31,2018
31,Taiwan,65.42,15.06,41.13,79.24,28.86,106.38,2018
32,Qatar,65.37,65.33,65.35,57.5,64.8,125.05,2018
33,Greece,63.15,11.82,38.4,50.87,61.7,53.8,2018
34,Spain,61.75,22.23,42.69,51.28,60.56,90.67,2018
35,Jamaica,60.62,12.47,37.4,60.25,39.67,35.26,2018
36,Cyprus,60.32,15.44,38.68,49.67,65.36,94.78,2018
37,Lebanon,60.23,27.93,44.65,46.15,58.7,56.36,2018
38,Ghana,59.79,32.79,46.77,54.89,37.39,15.95,2018
39,Slovenia,59.65,15.5,38.36,50.78,48.93,80.33,2018
40,Bahrain,59.63,31.05,45.84,57.99,54.16,72.29,2018
41,Palestine,58.16,10.29,35.07,54.43,41.78,60.19,2018
42,Estonia,57.65,15.81,37.47,43.8,56.8,74.82,2018
43,Kuwait,56.9,36.33,46.98,43.97,48.48,100.58,2018
44,Costa Rica,56.2,17.65,37.61,55.56,45.89,54.7,2018
45,Portugal,55.86,20.39,38.75,45.47,46.83,61.97,2018
46,Chile,55.24,16.61,36.61,47.8,51.4,54.53,2018
47,Jordan,55.09,12.07,34.34,46.54,52.66,43.43,2018
48,Croatia,55.06,12.02,34.31,46.33,43.42,59.77,2018
49,Mauritius,55.04,13.33,34.92,49.51,39.37,46.66,2018
50,Trinidad And Tobago,54.57,18.76,37.3,53.37,50.33,54.91,2018
51,Argentina,53.74,13.84,34.5,44.64,53.69,60.15,2018
52,Latvia,53.42,13.35,34.1,42.47,48.05,53.1,2018
53,Lithuania,53.24,15.21,34.9,41.74,48.86,57.29,2018
54,Panama,52.41,26.59,39.96,53.04,44.3,39.12,2018
55,Brazil,51.33,13.89,33.27,39.69,41.21,41.56,2018
56,Slovakia,50.41,18.86,35.19,43.66,37.34,67.29,2018
57,Czech Republic,50.09,19.07,35.13,43.62,36.03,76.35,2018
58,Zimbabwe,49.54,12.29,31.57,44.3,37.66,27.29,2018
59,Oman,49.31,20.31,35.32,46.71,46.17,99.24,2018
60,Thailand,48.91,17.1,33.57,54.9,23.94,38.59,2018
61,Hungary,48.6,15.37,32.57,38.61,37.38,50.62,2018
62,South Africa,48.05,17.91,33.51,40.66,45.74,99.83,2018
63,Dominican Republic,47.9,10.3,29.77,41.87,43.65,27.43,2018
64,El Salvador,47.87,11.45,30.31,46.79,36.16,30.92,2018
65,Saudi Arabia,47.86,13.5,31.29,42.04,32.03,131.46,2018
66,Ethiopia,47.55,24.02,36.2,39.15,20.21,14.98,2018
67,Guatemala,46.87,14.59,31.3,44.62,36.81,41.3,2018
68,Zambia,46.49,19.5,33.47,40.41,33.5,101.26,2018
69,Cambodia,45.92,13.55,30.31,49.33,23.07,14.94,2018
70,Poland,45.2,16.63,31.42,35.85,37.7,74.42,2018
71,Tanzania,44.97,19,32.45,34.48,29.36,23.1,2018
72,Malaysia,44.73,11.52,28.72,48.21,23.22,72.98,2018
73,China,44.56,18.38,31.93,47.73,29.59,72.28,2018
74,Montenegro,44.41,10.85,28.22,35.75,38.08,48.68,2018
75,Ecuador,44.28,11.18,28.32,42.85,30.82,39.39,2018
76,Honduras,44.28,10.64,28.06,36.58,32.99,34.86,2018
77,Russia,43.89,16.61,30.73,35.9,45.91,51.11,2018
78,Iraq,43.88,12.84,28.91,37.67,38.4,51.2,2018
79,Turkey,41.8,10.38,26.65,36.17,31.23,53.78,2018
80,Bulgaria,41.21,9.81,26.06,35.2,33.61,54.44,2018
81,Indonesia,39.74,8.5,24.68,43.52,19.5,37.49,2018
82,Romania,39.71,10.85,25.79,32.83,33.28,66.2,2018
83,Peru,39.64,14.4,27.47,35.87,26.29,37.07,2018
84,Serbia,39.59,8.44,24.57,29.95,31.45,41.81,2018
85,Vietnam,39.44,15.11,27.71,39.09,19.96,30.09,2018
86,Bosnia And Herzegovina,39.26,6.94,23.68,33.76,26.68,52.4,2018
87,Kenya,38.72,8.67,24.23,36.57,31.61,32.06,2018
88,Albania,37.88,7.33,23.15,30.87,29.08,37.03,2018
89,Morocco,37.12,11.46,24.74,33.26,25.76,45.07,2018
90,Bolivia,36.53,9.87,23.67,28.84,28.52,44.68,2018
91,Philippines,35.99,8.04,22.51,34.3,20.94,34.02,2018
92,Colombia,35.29,10.13,23.16,29.52,26.68,38.59,2018
93,North Macedonia,34.84,6.91,21.37,28.73,23.64,42.55,2018
94,Nigeria,34.65,15.97,25.64,35.8,22.06,19.56,2018
95,Iran,34.56,15.9,25.56,31,27.27,45.6,2018
96,Sri Lanka,34.32,8.33,21.78,38.38,19.69,29.56,2018
97,Kazakhstan,34.25,11.23,23.15,28.06,35.41,40.75,2018
98,Belarus,34.06,10.58,22.74,27.91,35.76,41.32,2018
99,Mexico,33.56,9.51,21.96,32.18,29.48,58.18,2018
100,Armenia,33.45,8.81,21.57,27.75,31.21,31.78,2018
101,Moldova,33.1,8.75,21.36,26.64,23.52,29.27,2018
102,Uganda,32.67,6.83,20.21,28.32,23.17,21.39,2018
103,Nepal,32.62,4.43,19.02,30.18,19.03,25.33,2018
104,Venezuela,32.21,7.62,20.35,33.83,26.7,4,2018
105,Algeria,32.13,6.05,19.55,33.8,17.6,35.98,2018
106,Bangladesh,31.99,5.55,19.24,30.25,21.2,39.57,2018
107,Azerbaijan,30.62,9.5,20.43,27.43,30.59,28.71,2018
108,Georgia,29.66,9.76,20.06,24.59,29.15,35.5,2018
109,Kosovo (Disputed Territory),29.44,8.65,19.41,26.29,20.97,59.23,2018
110,Syria,27.81,5.12,16.87,26.23,22.16,11.32,2018
111,Tunisia,27.67,5.81,17.13,26.41,17.05,38.23,2018
112,India,26.88,6.77,17.18,27.46,18.34,79.27,2018
113,Ukraine,25.98,8.85,17.72,20.38,18.62,30.24,2018
114,Egypt,25.69,5.07,15.75,23.01,21.02,24.67,2018
115,Pakistan,25.08,5.29,15.54,23.81,19.02,41.11,2018
1,Bermuda,146.19,104.76,126.34,139.55,151.39,91.65,2017
2,Switzerland,122.06,56.57,90.68,122.72,119.85,95.35,2017
3,Iceland,111.71,46.53,80.47,103.88,119.74,77.62,2017
4,Norway,106.31,39.88,74.47,98.31,117.13,105.58,2017
5,Bahamas,104.05,40.59,73.63,103.52,89.95,34.76,2017
6,Us Virgin Islands,85.86,37.23,62.56,75.41,81.12,95.82,2017
7,Japan,85.28,27.56,57.62,89.92,47.83,102.52,2017
8,Italy,83.7,21.49,53.89,73.94,76.24,71.83,2017
9,Denmark,83.02,35.02,60.01,63.84,101.01,98.76,2017
10,Singapore,82.41,70.22,76.57,71.68,58.33,92.7,2017
11,New Zealand,80.77,33.8,58.26,73.13,77.46,89.87,2017
12,Australia,80.66,42.54,62.39,76.87,77.12,101.94,2017
13,Hong Kong,79.96,84.08,81.93,81.88,54.87,81.45,2017
14,Israel,77.74,28.44,54.11,65.39,81.35,94.47,2017
15,Luxembourg,77.28,49.95,64.18,65.94,87.3,97.4,2017
16,Ireland,76.98,40.64,59.56,62.21,81.38,103.52,2017
17,Sweden,75.88,26.86,52.39,67.94,78.27,107.23,2017
18,United States,75.42,40.3,58.59,75.57,70.02,123.17,2017
19,South Korea,75.41,22.02,49.82,88.52,44.62,102.38,2017
20,Belgium,75.36,29.64,53.44,65.77,82.34,91.02,2017
21,Kuwait,75.24,37.82,57.31,81.39,45.79,69.68,2017
22,France,74.89,24.83,50.9,69.54,72.89,87.29,2017
23,Finland,73.06,26.95,50.96,61.47,76.43,114.97,2017
24,Netherlands,72.47,32.45,53.29,55.95,82.27,86.52,2017
25,Austria,71.52,25.86,49.64,65.86,66.94,95.66,2017
26,Uruguay,70.29,18.57,45.5,56.82,67.62,32.86,2017
27,Canada,70.16,29.84,50.83,69.26,65.65,108.01,2017
28,Puerto Rico,69.59,19.55,45.61,66.84,63.26,83.05,2017
29,United Kingdom,69.49,30.98,51.03,55.85,76.84,96.85,2017
30,Qatar,69.2,66.81,68.06,56.09,72.73,111.28,2017
31,United Arab Emirates,67.98,68.84,68.39,55.36,63.92,116.77,2017
32,Germany,65.5,25.35,46.26,50.09,62.62,124.88,2017
33,Malta,62.8,23.2,43.82,52.83,66.89,68.09,2017
34,Macao,62.56,39,51.27,56.33,48.56,86.41,2017
35,Lebanon,61.65,30.89,46.91,46.92,60.23,53.61,2017
36,Taiwan,61.38,14.8,39.06,72.89,28.14,118.57,2017
37,Ghana,60.48,46.73,53.89,56.35,43.38,14.52,2017
38,Jordan,59.22,12.51,36.83,50.19,56.19,42.27,2017
39,Costa Rica,58.57,18.76,39.5,57.55,45.38,53.63,2017
40,Bahrain,57.78,31.64,45.26,55.45,49.24,94.78,2017
41,Jamaica,56.9,11.92,35.34,55.96,39.04,36.61,2017
42,Panama,56.88,31.86,44.89,57.44,47.42,38.48,2017
43,Trinidad And Tobago,56.15,21.09,39.35,53.54,51.94,57.14,2017
44,Greece,55.87,10.2,33.98,44.95,54.62,58.24,2017
45,Belize,55.8,11.35,34.5,49.35,33.41,134.33,2017
46,Mongolia,55.56,29.65,43.14,53.99,31.81,22.83,2017
47,Spain,54.98,18.83,37.65,44.68,53.68,87.87,2017
48,Cyprus,54.07,12.28,34.04,44.06,58.05,95.92,2017
49,Palestine,53.46,10.31,32.78,50.02,37.8,50.54,2017
50,Slovenia,53.24,14.06,34.46,43.48,43.13,78.23,2017
51,Fiji,53.11,27.43,40.8,57.09,36.84,33.67,2017
52,Brazil,53.07,15.52,35.07,41.65,42.33,42.38,2017
53,Oman,52.59,27.92,40.77,49.34,51.26,111.86,2017
54,Argentina,52.57,13.92,34.05,44.06,50.37,58.4,2017
55,Dominican Republic,52.09,12.54,33.14,46.92,42.31,29.08,2017
56,Zimbabwe,51.56,13.58,33.36,44.75,39.95,27.18,2017
57,Mauritius,50.39,12.62,32.29,43.28,35.81,50.77,2017
58,Chile,50.09,15.43,33.48,43.19,44.38,61.28,2017
59,Estonia,49.5,13.98,32.47,36.74,46.76,68.48,2017
60,Portugal,49.19,16.77,33.66,39.14,41.24,62.72,2017
61,Tanzania,48.51,22.8,36.19,37.55,33.48,41.95,2017
62,Saudi Arabia,48.37,14.36,32.07,40.54,30.22,138.05,2017
63,Croatia,48,10.09,29.83,39.91,37.53,60.71,2017
64,Latvia,47.83,12.09,30.7,36.72,41.16,52.45,2017
65,Honduras,47.4,11.6,30.24,39.37,36.27,37.49,2017
66,Iraq,47.04,15.22,31.79,39.2,44.43,55.09,2017
67,Cambodia,46.77,14.55,31.33,50.58,22.11,16.59,2017
68,Lithuania,46.73,13.25,30.69,36.15,40.08,51.67,2017
69,Namibia,46.48,21.03,34.28,40.86,43.21,50.49,2017
70,Ecuador,46.1,12.44,29.97,44.87,30.41,37.77,2017
71,Guatemala,46.01,14.31,30.82,43.88,32.63,48.18,2017
72,El Salvador,45.95,9.38,28.42,41.17,35.15,29.7,2017
73,Libya,45.85,18.8,32.88,47.01,35.69,132.65,2017
74,Ethiopia,45.72,20.83,33.79,36.9,23.9,16.66,2017
75,Slovakia,44.9,16.49,31.29,38.84,33.17,64.75,2017
76,China,44.76,18.67,32.26,47.74,29.68,67.84,2017
77,Zambia,44.73,21.94,33.81,33.83,32.32,89.93,2017
78,Thailand,43.71,14.94,29.92,48.31,21.42,34.28,2017
79,South Africa,43.12,16.33,30.28,36.27,40.2,98.96,2017
80,Hungary,42.77,12.67,28.35,33.62,32.72,47.52,2017
81,Russia,42.01,17.58,30.3,33.58,43.85,48.27,2017
82,Czech Republic,41.22,14.83,28.57,35.84,27.99,76.22,2017
83,Indonesia,41.11,11.66,26.99,45.8,20.29,27.61,2017
84,Malaysia,40.24,11.19,26.32,42.44,20.87,73.34,2017
85,Vietnam,40.11,15.49,28.31,39.6,20.46,24.77,2017
86,Peru,39.47,17.23,28.81,36.17,25.5,41.2,2017
87,Montenegro,39.35,9.54,25.06,31.1,35.03,46.61,2017
88,Kenya,39,9.68,24.95,37.65,29.98,30.99,2017
89,Bolivia,38.65,11.07,25.43,32.13,27.97,46.74,2017
90,Turkey,38.6,10.56,25.16,33.46,26.45,55.64,2017
91,Venezuela,38.3,7.51,23.55,39.4,37.34,3.35,2017
92,Iran,38.26,17.05,28.09,33.53,33.17,43.18,2017
93,Poland,38.15,13.93,26.54,29.69,31.53,71.75,2017
94,Nigeria,36.82,17.62,27.62,37.02,22.37,25.23,2017
95,Bulgaria,36.49,8.91,23.27,30.49,29.56,51.4,2017
96,Bangladesh,36.1,5.61,21.49,32.71,24.86,37,2017
97,Romania,35.63,9.59,23.15,29.05,30.16,53.44,2017
98,Morocco,35.53,10.44,23.5,31.51,23.89,41.2,2017
99,Bosnia And Herzegovina,35.05,6.22,21.23,29.76,24.22,51.29,2017
100,Philippines,34.71,7.32,21.58,33.95,19.86,36,2017
101,Colombia,34.45,10.69,23.06,28.76,24.97,37.63,2017
102,Uganda,34.14,6.83,21.05,29.41,20.79,19.42,2017
103,Armenia,33.87,9.91,22.39,26.83,31.03,32.88,2017
104,Belarus,33.84,12.21,23.47,27.19,37.6,36.43,2017
105,Serbia,33.79,7.25,21.07,24.96,27.2,40.8,2017
106,Sri Lanka,33.47,8.74,21.62,36.79,19.51,30.28,2017
107,Albania,32.42,6.3,19.9,26.07,25.06,34.49,2017
108,Algeria,32.38,6.83,20.14,32.5,20.12,36.66,2017
109,North Macedonia,30.93,6.02,18.99,25.41,20.74,39.85,2017
110,Kazakhstan,30.74,11.27,21.41,24.83,32.04,44.84,2017
111,Nepal,30.02,3.36,17.24,26.38,16.27,25.09,2017
112,Mexico,29.81,8.37,19.53,28.06,25.8,60.08,2017
113,Tunisia,28.74,6.1,17.89,27.58,16.95,40.19,2017
114,Moldova,28.37,7.85,18.54,21.97,20.32,29.38,2017
115,Syria,28.31,5.98,17.61,26.72,22.21,14.08,2017
116,Azerbaijan,27.76,10.66,19.57,22.93,29.25,30.8,2017
117,Georgia,27.37,8.57,18.36,22.26,26.65,33.03,2017
118,Pakistan,27.18,5.03,16.57,24.83,21.01,39.95,2017
119,Ukraine,26.22,9.36,18.14,19.87,19.69,26.93,2017
120,India,25.08,6.77,16.31,25.2,16.38,76.73,2017
121,Egypt,22.36,5.03,14.05,19.01,18.56,29.39,2017
1,Bermuda,133.68,120.12,127.17,131.95,121.27,118.54,2016
2,Switzerland,123.1,55.14,90.44,123.86,119.14,178.74,2016
3,Bahamas,107.54,38.21,74.22,107.12,88.43,58.96,2016
4,Norway,99.8,37.04,69.64,93.27,110.77,125.75,2016
5,Iceland,96.45,35.45,67.13,91.4,98.82,93.98,2016
6,Denmark,84.88,30.83,58.9,69.2,97.88,142.14,2016
7,Singapore,83.67,73.88,78.97,75.83,53.75,110.5,2016
8,Luxembourg,82.01,48.87,66.08,69.16,90.33,154.4,2016
9,Kuwait,81.62,38.26,60.78,96.13,46.01,113.6,2016
10,Hong Kong,81.48,82.57,82,88.8,50.73,102.32,2016
11,Japan,81.25,29.75,56.5,86.9,47.45,117.55,2016
12,United Kingdom,81.03,36.29,59.53,68.48,86.68,120,2016
13,Australia,78.45,40.95,60.43,74.68,74.85,147.25,2016
14,New Zealand,78.17,29.71,54.88,72.06,75.37,115.47,2016
15,Ireland,78.03,37.87,58.73,66.59,82.3,125.66,2016
16,Israel,75.75,26.78,52.21,65.71,77.27,115.54,2016
17,Sweden,75.7,25.21,51.44,67.89,79.18,128.22,2016
18,Belgium,75.44,31.42,54.28,67.15,82.87,106.69,2016
19,France,75.3,26.22,51.72,69.62,73.48,118.51,2016
20,Finland,75.25,26.98,52.05,66.59,76.85,132.93,2016
21,United States,74.08,38.39,56.93,75.69,69.13,139.17,2016
22,South Korea,73.18,34.41,54.55,86.23,41.18,120.64,2016
23,Netherlands,72.12,31.76,52.72,56.11,80.73,129.34,2016
24,Qatar,69.99,74.5,72.16,59.46,69.32,141.86,2016
25,Italy,68.77,21.49,46.05,58.64,75.27,105.67,2016
26,Puerto Rico,66.73,19.7,44.13,65.94,58.71,108.26,2016
27,Austria,66.59,26.15,47.16,61.71,62.64,120.46,2016
28,United Arab Emirates,66.09,68.25,67.13,57.23,59.85,136.43,2016
29,Germany,65.54,24.01,45.58,53.12,60.68,147.61,2016
30,Canada,64.82,26.83,46.56,65.04,60.04,134.81,2016
31,Argentina,64.09,18.07,41.97,52.51,64.19,74.92,2016
32,Macao,64.06,43.47,54.17,55.85,46.43,99.42,2016
33,Ghana,63.44,53.34,58.59,59.32,51.88,18.44,2016
34,Lebanon,63.08,35.05,49.61,48.75,59.7,66.57,2016
35,Malta,61.36,20.23,41.59,51.89,66.63,82.77,2016
36,Venezuela,60.02,11.51,36.71,73.7,47.09,14.27,2016
37,Belize,59.42,11.88,36.57,51.2,38.11,146.27,2016
38,Costa Rica,57.76,16.15,37.76,56.87,46.54,67.59,2016
39,Cyprus,56.99,13.1,35.9,48,59.72,93.84,2016
40,Spain,56.11,18.86,38.21,46.02,56.99,105.31,2016
41,Taiwan,55.84,14.71,36.07,64.6,25.14,106.38,2016
42,Jamaica,55.7,12.56,34.97,54.12,38.73,48.83,2016
43,Trinidad And Tobago,55.67,22.45,39.71,53.8,48.58,68.21,2016
44,Uruguay,55.63,15.81,36.49,48.14,52.75,50.59,2016
45,Zimbabwe,54.51,14.59,35.32,46,45.37,36.42,2016
46,Greece,54.4,9.51,32.82,44.75,55.07,79.27,2016
47,Oman,53.12,24.73,39.48,47.08,43.86,148.16,2016
48,Jordan,53.08,12.04,33.35,43.75,52.38,50.89,2016
49,Palestine,52.88,9.19,31.88,49.77,38.04,53.54,2016
50,Panama,52.57,30.53,41.98,55.25,40.41,48.09,2016
51,Slovenia,52.19,14.71,34.18,42.78,42.78,89.76,2016
52,Brunei,51.93,20.2,36.68,50.61,33.04,94.3,2016
53,Myanmar,51.57,20.19,36.49,49.64,28.36,33.35,2016
54,Dominican Republic,51.38,12.07,32.49,48,39.33,36.44,2016
55,Iraq,50.56,17.4,34.63,42.06,45.93,57.22,2016
56,Portugal,49.83,15.28,33.23,40.58,41.56,75.47,2016
57,Tanzania,49.51,25.71,38.07,42.76,35.74,53.86,2016
58,Estonia,48.94,13.5,31.91,38.5,44.13,77.42,2016
59,Croatia,48.2,9.71,29.7,40.68,37.57,67.89,2016
60,Bahrain,48.2,33.74,41.25,44.15,48.58,101.01,2016
61,China,48.1,23.24,36.15,53.27,29.28,77.42,2016
62,Mauritius,47.89,15.12,32.14,44.1,37.22,71.93,2016
63,Honduras,47.85,9.62,29.48,44.28,33.53,70.66,2016
64,Saudi Arabia,47.6,13.78,31.35,41.81,30,167.86,2016
65,Cambodia,47.29,12.36,30.5,52.24,22.56,16.4,2016
66,Nigeria,47.16,22.9,35.5,42.68,35.78,48.87,2016
67,Latvia,47.14,12.67,30.57,36.25,40.45,61.46,2016
68,Lithuania,45.56,12.45,29.65,37.32,35.42,61.25,2016
69,Zambia,45.53,21.28,33.88,34.04,31.59,142.24,2016
70,Turkey,45.07,10.45,28.43,39.89,31.89,64.12,2016
71,Slovakia,45,14.98,30.57,40.59,31.81,68.8,2016
72,Uzbekistan,44.67,12.55,29.23,40.76,29.35,31.11,2016
73,Ecuador,44.32,12.12,28.84,43.4,27.95,47.64,2016
74,Ethiopia,44.27,21.3,33.23,38.42,24.34,20.74,2016
75,Guatemala,44.08,11.42,28.38,41.76,33.02,51.59,2016
76,Chile,43.88,13.12,29.1,38.49,36.25,78.4,2016
77,Fiji,43.82,15.49,30.2,49.54,34.12,42.37,2016
78,El Salvador,42.56,9.76,26.79,38.38,28.83,43.15,2016
79,Czech Republic,41.8,14.45,28.66,36.51,28.34,89.88,2016
80,Hungary,41.29,10.54,26.51,33.18,30.75,56.3,2016
81,Iran,41.12,16.38,29.23,38.6,35.05,47.73,2016
82,Thailand,40.02,15.18,28.08,43.8,20.22,40.06,2016
83,Kenya,39.84,12.66,26.78,37.86,29.11,31.07,2016
84,Namibia,39.74,16.67,28.65,32.66,35.68,49.16,2016
85,Libya,39.66,14.08,27.36,39.71,32.17,62.51,2016
86,Vietnam,39.5,13.94,27.22,39.51,18.24,25.88,2016
87,Montenegro,39.49,9.2,24.93,31.77,35.84,52.5,2016
88,Belarus,39.45,13.25,26.86,32.44,49.3,39.16,2016
89,Brazil,38.88,12.3,26.1,29.92,31.55,48.69,2016
90,Poland,38.53,13.54,26.52,30.76,31.71,80.77,2016
91,Russia,38.48,17.13,28.22,32.22,42.05,57.42,2016
92,Peru,38.04,13.07,26.04,35.46,25.22,47.52,2016
93,Botswana,37.65,8.49,23.64,31.46,29.96,76.27,2016
94,Malaysia,37.47,11.06,24.78,37.54,19.85,96.34,2016
95,Bolivia,37.44,10.02,24.27,30.58,24.42,53.95,2016
96,Egypt,36.71,9.63,23.69,33.13,31.8,40.3,2016
97,Bulgaria,36.36,8.45,22.95,30.9,29.89,59.19,2016
98,Indonesia,36.33,9.86,23.61,40.9,18.41,35.51,2016
99,Morocco,35.56,9.67,23.12,31.74,23.98,48.74,2016
100,Bangladesh,35.5,5.3,20.99,32.58,21.26,44.48,2016
101,Armenia,35.49,9.77,23.13,28.3,30.98,33.08,2016
102,Mexico,35.01,9.88,22.93,33.71,28.19,76.51,2016
103,Romania,34.8,8.63,22.22,28.79,29.17,61.9,2016
104,South Africa,34.75,13.18,24.38,29.15,32.27,126.1,2016
105,Philippines,34.73,6.72,21.27,34.56,18.59,42.86,2016
106,Bosnia And Herzegovina,34.59,5.83,20.77,29.77,24.07,60.64,2016
107,Sri Lanka,34.11,8.6,21.85,38.52,21.15,32.95,2016
108,Albania,33.81,7.12,20.98,27.33,27.59,43.58,2016
109,Serbia,33.56,6.69,20.65,25.77,25.64,49.62,2016
110,Syria,31.75,8.02,20.35,29.84,23.68,25.83,2016
111,North Macedonia,31.05,5.92,18.97,26.14,21.17,46.74,2016
112,Tunisia,30.67,7.05,19.32,29.9,18.34,46.24,2016
113,Colombia,29.25,9.46,19.74,24.72,20.86,45.99,2016
114,Azerbaijan,28.93,11.08,20.35,24.16,28.41,41.07,2016
115,Algeria,28.89,7.1,18.42,30.5,18.77,49.46,2016
116,Georgia,28.71,10.64,20.02,24.61,26.9,30.88,2016
117,Ukraine,28.56,9.47,19.39,22.43,22.75,29.66,2016
118,Nepal,27.34,3,15.64,24.99,14.43,31.2,2016
119,Kazakhstan,26.82,9.53,18.52,21.48,27.65,59.3,2016
120,Pakistan,26.69,4.68,16.11,25.4,20.64,43.34,2016
121,Moldova,25.7,7.12,16.77,20.38,18.64,32.04,2016
122,India,24.14,6.37,15.6,24.92,15.31,89.65,2016
1,Switzerland,126.03,57.63,92.61,128.44,127.64,146.51,2015
2,Norway,118.59,48.7,84.43,110.06,141.45,96.3,2015
3,Venezuela,111.01,34.13,73.44,128.43,91.09,11.9,2015
4,Iceland,102.14,35.86,69.75,103.76,105.21,70.84,2015
5,Denmark,100.6,34.71,68.4,88.59,117.53,105.7,2015
6,Australia,99.32,49.47,74.96,94.31,90.63,110.39,2015
7,New Zealand,93.71,35.76,65.39,92.51,86.31,90.99,2015
8,Singapore,93.61,84.62,89.22,81.52,59.46,75.4,2015
9,Kuwait,92.97,40.91,67.53,118.45,54.59,85.7,2015
10,United Kingdom,92.19,39.19,66.29,84.58,95.97,98.12,2015
11,Ireland,92.09,37.47,65.4,85.14,91.58,95.72,2015
12,Luxembourg,91.78,62.31,77.38,77.1,110.63,114.7,2015
13,Finland,89.68,29.87,60.45,84.3,92.38,101.17,2015
14,France,88.37,31.13,60.4,85.3,91.06,92.62,2015
15,Belgium,87.22,30.96,59.73,79.54,95.93,86.16,2015
16,Netherlands,85.98,35.5,61.31,66.82,102.13,102.02,2015
17,Sweden,82.91,27.49,55.83,78.72,89.99,110.95,2015
18,South Korea,82.9,35.55,59.76,98.06,52.51,85.83,2015
19,Italy,82.72,25.71,54.86,71.43,93.07,79.35,2015
20,Canada,81.8,33.08,57.99,87.41,74.07,105.07,2015
21,Japan,80.36,29.71,55.61,82.68,50.51,98.21,2015
22,Israel,79.29,30.26,55.33,69.19,85.34,88.18,2015
23,Austria,76.87,29.2,53.57,73.56,70.43,104.55,2015
24,United States,76.53,36.17,56.81,81.81,68.06,126.09,2015
25,Germany,76.27,27.16,52.27,64.85,72.46,111.84,2015
26,Hong Kong,75.23,81.09,78.09,79.46,53.82,74.93,2015
27,Qatar,74,76.31,75.13,65.4,78.14,113.02,2015
28,Puerto Rico,73.5,19.7,47.21,76.35,63.6,94.43,2015
29,Cyprus,72.52,16.2,45,66.06,75.18,71.05,2015
30,Ghana,71.83,54.15,63.19,73.39,59.13,14.17,2015
31,Greece,68.88,11.92,41.05,58.2,70.03,51.89,2015
32,Malta,68.81,18.33,44.14,58.1,75.93,72.45,2015
33,Belize,68.74,11.44,40.74,63.91,42.52,119.98,2015
34,Uruguay,68.55,21.8,45.71,60.62,64.57,44.87,2015
35,Lebanon,67.61,31.68,50.05,51.59,67.43,50.17,2015
36,United Arab Emirates,67.16,66.86,67.02,60.3,63.67,104.59,2015
37,Argentina,67.12,18.26,43.24,61.47,64.4,59.38,2015
38,Zimbabwe,65.89,19.8,43.37,59.42,54.33,33.4,2015
39,Spain,65.7,21.53,44.11,54.17,71.09,76.71,2015
40,Slovenia,65.15,17.27,41.75,55.58,54.03,64.16,2015
41,Jamaica,63.56,14.78,39.73,59.42,44.12,43.53,2015
42,Costa Rica,62.53,18.22,40.88,64.35,52.84,48.14,2015
43,Russia,61.91,28.73,45.7,49.88,71.8,38.86,2015
44,Jordan,61.38,15.27,38.85,50.86,58.59,38.67,2015
45,Estonia,61.2,16.17,39.2,48.98,51.51,51.44,2015
46,Mauritius,60.1,20.88,40.93,51.27,52.3,60.1,2015
47,Mozambique,59.92,34.18,47.34,52.71,71.25,41.2,2015
48,Nigeria,59.4,22.37,41.3,54.04,49.6,40.23,2015
49,Azerbaijan,59.13,30.46,45.12,50.22,64.69,29.21,2015
50,Trinidad And Tobago,59.08,22.15,41.04,60.07,51.01,46.98,2015
51,Croatia,58.92,11.8,35.9,52.32,46.36,50.47,2015
52,Portugal,58.22,18.29,38.71,47.4,51.07,58.22,2015
53,Tanzania,57.13,29.62,43.68,58.21,39.01,47.16,2015
54,Taiwan,57.06,17.23,37.6,66.73,27.88,69.9,2015
55,Cambodia,57.05,14.82,36.41,68.86,26.07,11.93,2015
56,Bahrain,56.17,37.39,46.99,55.32,54.19,59.69,2015
57,Dominican Republic,55.95,12.34,34.64,55.21,44.16,28.2,2015
58,Latvia,55.94,13.01,34.96,44.79,47.18,44.39,2015
59,Uzbekistan,55.92,13.74,35.31,49.89,43.13,23.16,2015
60,Brazil,55.33,18.53,37.35,44.31,45.44,41.16,2015
61,Panama,55.16,31.22,43.46,61.03,40.39,43.34,2015
